X,Y,Z
6.45291665585000374,53.5537499871600104,0.292452216148376465
6.46124998914999082,53.5537499871600104,1.98509383201599121
6.46958332245000634,53.5537499871600104,3.03129410743713379
6.47791665574999342,53.5537499871600104,2.61304450035095215
6.48624998905000894,53.5537499871600104,0.576203823089599609
6.45291665585000374,53.5454166538600163,0.298409491777420044
6.46124998914999082,53.5454166538600163,4.34546995162963867
6.46958332245000634,53.5454166538600163,5.01908779144287109
6.47791665574999342,53.5454166538600163,4.86067104339599609
6.48624998905000894,53.5454166538600163,2.8580176830291748
6.49458332234999602,53.5454166538600163,0.805752694606781006
6.56958332204999351,53.5454166538600163,3.55271005630493164
6.57791665535000902,53.5454166538600163,3.18988037109375
6.58624998864999611,53.5454166538600163,1.51279723644256592
6.46124998914999082,53.537083320560015,1.88001334667205811
6.46958332245000634,53.537083320560015,4.95552349090576172
6.47791665574999342,53.537083320560015,5.15058469772338867
6.48624998905000894,53.537083320560015,4.84859228134155273
6.49458332234999602,53.537083320560015,4.54779338836669922
6.50291665565001153,53.537083320560015,3.2460334300994873
6.51124998894999862,53.537083320560015,0.462536871433258057
6.56958332204999351,53.537083320560015,0.112518645823001862
6.57791665535000902,53.537083320560015,2.35894060134887695
6.58624998864999611,53.537083320560015,8.72971153259277344
6.59458332195001162,53.537083320560015,1.77815282344818115
6.46124998914999082,53.5287499872600137,0.191676795482635498
6.46958332245000634,53.5287499872600137,4.07244873046875
6.47791665574999342,53.5287499872600137,4.89167594909667969
6.48624998905000894,53.5287499872600137,4.60566806793212891
6.49458332234999602,53.5287499872600137,1.35271918773651123
6.50291665565001153,53.5287499872600137,0.46218639612197876
6.51124998894999862,53.5287499872600137,0.691455543041229248
6.57791665535000902,53.5287499872600137,0.160057246685028076
6.58624998864999611,53.5287499872600137,1.75102913379669189
6.59458332195001162,53.5287499872600137,0.696735799312591553
6.46958332245000634,53.5204166539600124,0.858110010623931885
6.47791665574999342,53.5204166539600124,1.4381943941116333
6.48624998905000894,53.5204166539600124,0.473939567804336548
6.57791665535000902,53.5204166539600124,0.359657824039459229
6.58624998864999611,53.5204166539600124,8.08144187927246094
6.59458332195001162,53.5204166539600124,4.74085664749145508
6.31124998974999585,53.5120833206600111,0.0939609110355377197
6.31958332305001136,53.5120833206600111,0.319296151399612427
6.32791665634999845,53.5120833206600111,0.416981309652328491
6.33624998965001396,53.5120833206600111,0.643853604793548584
6.34458332295000105,53.5120833206600111,0.519927859306335449
6.35291665624998814,53.5120833206600111,0.577950477600097656
6.36124998955000365,53.5120833206600111,0.176720529794692993
